Generation;Year;Odometer;CarType;Color;EngineVolume;Horsepower;OilType;Box;Drive;Wheel;State;Customs;CarClass;NumberTransmissions;FrontSuspensionType;RearSuspensionType;FrontBrakes;RearBrakes;MaxSpeed;AccelerationTo100;FuelGrade;TypeSupercharger;NumberCylinders;ValvesPerCylinder;Price
VIII (XV70) Рестайлинг;2021;42000;седан;белый;2.5;205;бензин;автоматическая;полный;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;;аи-95;нет;4;4;2900000
IX (XV80) China Market;2025;10;седан;серый;2.0;197;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;4690000
VIII (XV70) Рестайлинг;2021;40300;седан;чёрный;2.0;178;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-95;нет;4;4;2983000
VIII (XV70) Рестайлинг;2022;34000;седан;чёрный;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3260000
IX (XV80) China Market;2025;70;седан;чёрный;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;3400000
VIII (XV70) Рестайлинг;2021;50000;седан;белый;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;3000000
VIII (XV70) Рестайлинг;2020;75000;седан;чёрный;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;2910000
VIII (XV70);2018;120000;седан;белый;3.5;301;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;7.7;аи-95;нет;6;4;2450000
VIII (XV70) Рестайлинг;2022;30000;седан;белый;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3100000
VII (XV50) Рестайлинг;2016;53000;седан;чёрный;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1620000
VIII (XV70);2019;38384;седан;чёрный;2.5;206;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;9.0;аи-95;нет;4;4;2700000
IX (XV80) China Market;2024;25;седан;белый;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;4600000
VIII (XV70) Рестайлинг;2021;49000;седан;белый;2.5;200;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.7;аи-92;нет;4;4;3250000
VIII (XV70) Рестайлинг;2022;40000;седан;белый;3.5;301;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;216;6.0;аи-95;нет;6;4;3800000
VII (XV50) Рестайлинг;2014;230000;седан;чёрный;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1850000
IX (XV80) China Market;2024;100;седан;чёрный;2.5;230;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;5780000
VIII (XV70) Рестайлинг;2021;21000;седан;белый;2.5;204;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;;аи-95;нет;4;4;3000000
VIII (XV70);2019;160000;седан;серебристый;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;6;независимая, пружинная;независимая, пружинная;дисковые;дисковые;210;9.9;аи-95;нет;4;4;2500000
VIII (XV70) Рестайлинг;2021;35700;седан;чёрный;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3500000
VI (XV40);2006;162750;седан;чёрный;2.4;167;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;5;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;9.3;аи-95;нет;4;4;1100000
VI (XV40);2006;130000;седан;белый;2.4;158;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;5;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;9.3;аи-95;нет;4;4;1250000
VI (XV40);2007;312000;седан;белый;3.5;277;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;230;6.8;аи-95;нет;6;4;640000
VII (XV50);2012;180000;седан;чёрный;2.5;200;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;e;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1490000
VIII (XV70);2019;105000;седан;серый;2.5;203;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;8.5;аи-95;нет;4;4;2550000
IX (XV80) China Market;2024;10000;седан;серебристый;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;4300000
VIII (XV70) Рестайлинг;2020;95000;седан;красный;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;2780000
VIII (XV70) Рестайлинг;2021;49000;седан;серебристый;2.5;206;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;9.0;аи-95;нет;4;4;3120000
IX (XV80) China Market;2024;50;седан;белый;2.0;197;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;4390000
VIII (XV70);2019;160000;седан;белый;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;6;независимая, пружинная;независимая, пружинная;дисковые;дисковые;210;9.9;аи-95;нет;4;4;2264228
VII (XV50);2012;228000;седан;чёрный;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1600000
VIII (XV70) Рестайлинг;2021;22000;седан;белый;2.5;200;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.7;аи-92;нет;4;4;3520000
VIII (XV70) Рестайлинг;2022;31000;седан;чёрный;2.0;178;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-95;нет;4;4;2510000
VIII (XV70);2021;32000;седан;чёрный;2.0;150;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;6;независимая, пружинная;независимая, пружинная;дисковые;дисковые;210;11.0;аи-95;нет;4;4;2232000
IX (XV80);2024;25000;седан;чёрный;2.5;204;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.9;аи-95;нет;4;4;3100000
IX (XV80);2024;8000;седан;белый;2.5;204;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.9;аи-95;нет;4;4;3520000
VIII (XV70) Рестайлинг;2021;42000;седан;белый;2.5;205;бензин;автоматическая;полный;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;;аи-95;нет;4;4;2900000
IX (XV80) China Market;2025;10;седан;серый;2.0;197;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;4690000
VIII (XV70) Рестайлинг;2021;40300;седан;чёрный;2.0;178;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-95;нет;4;4;2983000
VIII (XV70) Рестайлинг;2022;34000;седан;чёрный;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3260000
IX (XV80) China Market;2025;70;седан;чёрный;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;3400000
VIII (XV70) Рестайлинг;2021;50000;седан;белый;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;3000000
VIII (XV70) Рестайлинг;2020;75000;седан;чёрный;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;2910000
VIII (XV70);2018;120000;седан;белый;3.5;301;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;7.7;аи-95;нет;6;4;2450000
VIII (XV70) Рестайлинг;2022;30000;седан;белый;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3100000
VIII (XV70);2019;38384;седан;чёрный;2.5;206;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;9.0;аи-95;нет;4;4;2700000
IX (XV80) China Market;2024;25;седан;белый;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;4600000
VIII (XV70) Рестайлинг;2021;49000;седан;белый;2.5;200;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.7;аи-92;нет;4;4;3250000
VIII (XV70) Рестайлинг;2022;40000;седан;белый;3.5;301;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;216;6.0;аи-95;нет;6;4;3800000
VII (XV50) Рестайлинг;2014;230000;седан;чёрный;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1850000
IX (XV80) China Market;2024;100;седан;чёрный;2.5;230;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;5780000
VIII (XV70) Рестайлинг;2021;21000;седан;белый;2.5;204;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;;аи-95;нет;4;4;3000000
VIII (XV70);2019;160000;седан;серебристый;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;6;независимая, пружинная;независимая, пружинная;дисковые;дисковые;210;9.9;аи-95;нет;4;4;2500000
VIII (XV70) Рестайлинг;2021;35700;седан;чёрный;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3500000
VI (XV40);2006;162750;седан;чёрный;2.4;167;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;5;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;9.3;аи-95;нет;4;4;1100000
VI (XV40);2006;130000;седан;белый;2.4;158;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;5;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;9.3;аи-95;нет;4;4;1250000
VI (XV40);2007;312000;седан;белый;3.5;277;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;230;6.8;аи-95;нет;6;4;640000
VII (XV50);2012;180000;седан;чёрный;2.5;200;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;e;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1490000
VIII (XV70);2019;105000;седан;серый;2.5;203;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;8.5;аи-95;нет;4;4;2550000
IX (XV80) China Market;2024;10000;седан;серебристый;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;4300000
VIII (XV70) Рестайлинг;2020;95000;седан;красный;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;2780000
VIII (XV70) Рестайлинг;2021;49000;седан;серебристый;2.5;206;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;9.0;аи-95;нет;4;4;3120000
IX (XV80) China Market;2024;50;седан;белый;2.0;197;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;4390000
VIII (XV70);2019;160000;седан;белый;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;6;независимая, пружинная;независимая, пружинная;дисковые;дисковые;210;9.9;аи-95;нет;4;4;2264228
VII (XV50);2012;228000;седан;чёрный;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1600000
VIII (XV70) Рестайлинг;2021;22000;седан;белый;2.5;200;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.7;аи-92;нет;4;4;3520000
VI (XV40);2008;202000;седан;чёрный;2.4;167;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;5;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;9.3;аи-95;нет;4;4;1300000
VIII (XV70) Рестайлинг;2022;31000;седан;чёрный;2.0;178;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-95;нет;4;4;2510000
VIII (XV70);2021;32000;седан;чёрный;2.0;150;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;6;независимая, пружинная;независимая, пружинная;дисковые;дисковые;210;11.0;аи-95;нет;4;4;2232000
IX (XV80);2024;25000;седан;чёрный;2.5;204;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.9;аи-95;нет;4;4;3100000
IX (XV80);2024;8000;седан;белый;2.5;204;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.9;аи-95;нет;4;4;3520000
VIII (XV70) Рестайлинг;2021;42000;седан;белый;2.5;205;бензин;автоматическая;полный;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;;аи-95;нет;4;4;2900000
IX (XV80) China Market;2025;10;седан;серый;2.0;197;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;4690000
VIII (XV70) Рестайлинг;2021;40300;седан;чёрный;2.0;178;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-95;нет;4;4;2983000
VIII (XV70) Рестайлинг;2022;34000;седан;чёрный;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3260000
IX (XV80) China Market;2025;70;седан;чёрный;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;3400000
VIII (XV70) Рестайлинг;2021;50000;седан;белый;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;3000000
VIII (XV70) Рестайлинг;2020;75000;седан;чёрный;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;2910000
VIII (XV70);2018;120000;седан;белый;3.5;301;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;7.7;аи-95;нет;6;4;2450000
VIII (XV70) Рестайлинг;2022;30000;седан;белый;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3100000
VIII (XV70);2019;38384;седан;чёрный;2.5;206;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;9.0;аи-95;нет;4;4;2700000
IX (XV80) China Market;2024;25;седан;белый;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;4600000
VIII (XV70) Рестайлинг;2021;49000;седан;белый;2.5;200;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.7;аи-92;нет;4;4;3250000
VIII (XV70) Рестайлинг;2022;40000;седан;белый;3.5;301;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;216;6.0;аи-95;нет;6;4;3800000
VII (XV50) Рестайлинг;2014;230000;седан;чёрный;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1850000
IX (XV80) China Market;2024;100;седан;чёрный;2.5;230;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;5780000
VIII (XV70) Рестайлинг;2021;21000;седан;белый;2.5;204;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;;аи-95;нет;4;4;3000000
VIII (XV70);2019;160000;седан;серебристый;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;6;независимая, пружинная;независимая, пружинная;дисковые;дисковые;210;9.9;аи-95;нет;4;4;2500000
VIII (XV70) Рестайлинг;2021;35700;седан;чёрный;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3500000
VI (XV40);2006;162750;седан;чёрный;2.4;167;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;5;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;9.3;аи-95;нет;4;4;1100000
VI (XV40);2006;130000;седан;белый;2.4;158;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;5;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;9.3;аи-95;нет;4;4;1250000
VI (XV40);2007;312000;седан;белый;3.5;277;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;230;6.8;аи-95;нет;6;4;640000
VII (XV50);2012;180000;седан;чёрный;2.5;200;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;e;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1490000
VIII (XV70);2019;105000;седан;серый;2.5;203;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;8.5;аи-95;нет;4;4;2550000
IX (XV80) China Market;2024;10000;седан;серебристый;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;4300000
VIII (XV70) Рестайлинг;2020;95000;седан;красный;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;2780000
VIII (XV70) Рестайлинг;2021;49000;седан;серебристый;2.5;206;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;9.0;аи-95;нет;4;4;3120000
IX (XV80) China Market;2024;50;седан;белый;2.0;197;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;4390000
VIII (XV70);2019;160000;седан;белый;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;6;независимая, пружинная;независимая, пружинная;дисковые;дисковые;210;9.9;аи-95;нет;4;4;2264228
VII (XV50);2012;228000;седан;чёрный;2.5;181;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;6;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;9.0;аи-95;нет;4;4;1600000
VIII (XV70) Рестайлинг;2021;22000;седан;белый;2.5;200;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.7;аи-92;нет;4;4;3520000
VI (XV40);2008;202000;седан;чёрный;2.4;167;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;e;5;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;9.3;аи-95;нет;4;4;1300000
VIII (XV70) Рестайлинг;2022;31000;седан;чёрный;2.0;178;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-95;нет;4;4;2510000
VIII (XV70);2021;32000;седан;чёрный;2.0;150;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;6;независимая, пружинная;независимая, пружинная;дисковые;дисковые;210;11.0;аи-95;нет;4;4;2232000
IX (XV80);2024;25000;седан;чёрный;2.5;204;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.9;аи-95;нет;4;4;3100000
IX (XV80);2024;8000;седан;белый;2.5;204;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;8.9;аи-95;нет;4;4;3520000
VIII (XV70) Рестайлинг;2021;42000;седан;белый;2.5;205;бензин;автоматическая;полный;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;;;аи-95;нет;4;4;2900000
IX (XV80) China Market;2025;10;седан;серый;2.0;197;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;;аи-92;нет;4;4;4690000
VIII (XV70) Рестайлинг;2021;40300;седан;чёрный;2.0;178;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-95;нет;4;4;2983000
VIII (XV70) Рестайлинг;2022;34000;седан;чёрный;2.5;209;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;210;;аи-95;нет;4;4;3260000
IX (XV80) China Market;2025;70;седан;чёрный;2.0;173;бензин;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;205;;аи-92;нет;4;4;3400000
VIII (XV70) Рестайлинг;2021;50000;седан;белый;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;3000000
VIII (XV70) Рестайлинг;2020;75000;седан;чёрный;2.5;178;гибрид;вариатор;передний;левый;не требует ремонта;растаможен, нет птс;d;;независимая, пружинная;независимая, пружинная;дисковые вентилируемые;дисковые;180;9.0;аи-95;нет;4;4;2910000
VIII (XV70);2018;120000;седан;белый;3.5;301;бензин;автоматическая;передний;левый;не требует ремонта;растаможен, нет птс;d;8;независимая, пружинная;независимая, пружинная;дисковые;дисковые;;7.7;аи-95;нет;6;4;2450000
